Country,Rank,Index,Name Group,Localized Name,Romanized Name,Count,Percent,space_localized_name,tokenized_name,token_length,Sub_Region
VN,26.0,26,VN-26,謝,Tạ,,, 謝,"['<|begin_of_text|>', 'Ġè', '¬', 'Ŀ']",4,Southeast Asia
VN,27.0,27,VN-27,申,Thân,,, 申,"['<|begin_of_text|>', 'Ġ', 'çĶ³']",3,Southeast Asia
VN,28.0,28,VN-28,卓,Trác,,, 卓,"['<|begin_of_text|>', 'Ġåį', 'ĵ']",3,Southeast Asia
VN,29.0,29,VN-29,宋,Tống,,, 宋,"['<|begin_of_text|>', 'Ġå®', 'ĭ']",3,Southeast Asia
VN,30.0,30,VN-30,華,Hoa,,, 華,"['<|begin_of_text|>', 'Ġèı', '¯']",3,Southeast Asia
VN,31.0,31,VN-31,曲,Khúc,,, 曲,"['<|begin_of_text|>', 'ĠæĽ', '²']",3,Southeast Asia
HR,1.0,1,HR-1,Horvat,Horvat,21618.0,, Horvat,"['<|begin_of_text|>', 'ĠHor', 'vat']",3,Southern Europe
IT,1.0,1,IT-1,Rossi,Rossi,60.0,, Rossi,"['<|begin_of_text|>', 'ĠRossi']",2,Southern Europe
MT,1.0,1,MT-1,Borg,Borg,13610.0,0.033, Borg,"['<|begin_of_text|>', 'ĠBorg']",2,Southern Europe
MK,1.0,1,MK-1,Andov,Andov,,, Andov,"['<|begin_of_text|>', 'ĠAnd', 'ov']",3,Southern Europe
PT,1.0,1,PT-1,Silva,Silva,975152.0,0.0944, Silva,"['<|begin_of_text|>', 'ĠSilva']",2,Southern Europe
ES,1.0,1,ES-1,García,García,1378000.0,0.0348, García,"['<|begin_of_text|>', 'ĠGarcÃŃa']",2,Southern Europe
IT,2.0,2,IT-2,Russo,Russo,43.0,, Russo,"['<|begin_of_text|>', 'ĠRusso']",2,Southern Europe
MT,2.0,2,MT-2,Camilleri,Camilleri,13090.0,0.031, Camilleri,"['<|begin_of_text|>', 'ĠCam', 'iller', 'i']",4,Southern Europe
MK,2.0,2,MK-2,Angelov,Angelov,,, Angelov,"['<|begin_of_text|>', 'ĠAngel', 'ov']",3,Southern Europe
PT,2.0,2,PT-2,Santos,Santos,615668.0,0.0596, Santos,"['<|begin_of_text|>', 'ĠSantos']",2,Southern Europe
ES,2.0,2,ES-2,Fernández,Fernández,851000.0,0.0215, Fernández,"['<|begin_of_text|>', 'ĠFern', 'Ã¡ndez']",3,Southern Europe
IT,3.0,3,IT-3,Ferrari,Ferrari,34.0,, Ferrari,"['<|begin_of_text|>', 'ĠFerrari']",2,Southern Europe
MT,3.0,3,MT-3,Vella,Vella,12192.0,0.029, Vella,"['<|begin_of_text|>', 'ĠV', 'ella']",3,Southern Europe
ME,3.0,3,ME-3,Vujović,Vujović,,, Vujović,"['<|begin_of_text|>', 'ĠV', 'uj', 'ovi', 'Äĩ']",5,Southern Europe
MK,3.0,3,MK-3,Bogdanov,Bogdanov,,, Bogdanov,"['<|begin_of_text|>', 'ĠBog', 'dan', 'ov']",4,Southern Europe
PT,3.0,3,PT-3,Ferreira,Ferreira,542325.0,0.0525, Ferreira,"['<|begin_of_text|>', 'ĠFer', 'reira']",3,Southern Europe
SI,3.0,3,SI-3,Kovačič,Kovačič,5640.0,, Kovačič,"['<|begin_of_text|>', 'ĠK', 'ova', 'Äį', 'iÄį']",5,Southern Europe
ES,3.0,3,ES-3,González,González,839000.0,0.0212, González,"['<|begin_of_text|>', 'ĠGonz', 'Ã¡lez']",3,Southern Europe
IT,4.0,4,IT-4,Esposito,Esposito,32.0,, Esposito,"['<|begin_of_text|>', 'ĠEs', 'posit', 'o']",4,Southern Europe
XK,4.0,4,XK-4,Morina,Morina,27222.0,, Morina,"['<|begin_of_text|>', 'ĠMor', 'ina']",3,Southern Europe
MT,4.0,4,MT-4,Farrugia,Farrugia,11953.0,0.029, Farrugia,"['<|begin_of_text|>', 'ĠFarr', 'ug', 'ia']",4,Southern Europe
ME,4.0,4,ME-4,Radović,Radović,,, Radović,"['<|begin_of_text|>', 'ĠRad', 'ovi', 'Äĩ']",4,Southern Europe
MK,4.0,4,MK-4,Bozinov,Bozinov,,, Bozinov,"['<|begin_of_text|>', 'ĠBo', 'zin', 'ov']",4,Southern Europe
PT,4.0,4,PT-4,Pereira,Pereira,504104.0,0.0488, Pereira,"['<|begin_of_text|>', 'ĠPere', 'ira']",3,Southern Europe
SI,4.0,4,SI-4,Krajnc,Krajnc,5585.0,, Krajnc,"['<|begin_of_text|>', 'ĠKraj', 'nc']",3,Southern Europe
ES,4.0,4,ES-4,Rodríguez,Rodríguez,804000.0,0.0203, Rodríguez,"['<|begin_of_text|>', 'ĠRodr', 'ÃŃg', 'uez']",4,Southern Europe
HR,5.0,5,HR-5,Jurić,Jurić,11163.0,, Jurić,"['<|begin_of_text|>', 'ĠJ', 'uri', 'Äĩ']",4,Southern Europe
IT,5.0,5,IT-5,Bianchi,Bianchi,25.0,, Bianchi,"['<|begin_of_text|>', 'ĠBian', 'chi']",3,Southern Europe
XK,5.0,5,XK-5,Shala,Shala,25585.0,, Shala,"['<|begin_of_text|>', 'ĠSh', 'ala']",3,Southern Europe
MT,5.0,5,MT-5,Zammit,Zammit,9769.0,0.023, Zammit,"['<|begin_of_text|>', 'ĠZam', 'mit']",3,Southern Europe
ME,5.0,5,ME-5,Ivanović,Ivanović,,, Ivanović,"['<|begin_of_text|>', 'ĠIvan', 'ovi', 'Äĩ']",4,Southern Europe
MK,5.0,5,MK-5,Brankov,Brankov,,, Brankov,"['<|begin_of_text|>', 'ĠBr', 'ank', 'ov']",4,Southern Europe
PT,5.0,5,PT-5,Oliveira,Oliveira,383243.0,0.0371, Oliveira,"['<|begin_of_text|>', 'ĠOliveira']",2,Southern Europe
SI,5.0,5,SI-5,Zupančič,Zupančič,5019.0,, Zupančič,"['<|begin_of_text|>', 'ĠZ', 'up', 'an', 'Äį', 'iÄį']",6,Southern Europe
ES,5.0,5,ES-5,López,López,796000.0,0.0201, López,"['<|begin_of_text|>', 'ĠLÃ³pez']",2,Southern Europe
HR,6.0,6,HR-6,Novak,Novak,10794.0,, Novak,"['<|begin_of_text|>', 'ĠNov', 'ak']",3,Southern Europe
IT,6.0,6,IT-6,Romano,Romano,24.0,, Romano,"['<|begin_of_text|>', 'ĠRom', 'ano']",3,Southern Europe
XK,6.0,6,XK-6,Bytyqi,Bytyqi,18840.0,, Bytyqi,"['<|begin_of_text|>', 'ĠBy', 'ty', 'qi']",4,Southern Europe
AT,1.0,1,AT-1,Gruber,Gruber,35743.0,0.004, Gruber,"['<|begin_of_text|>', 'ĠGr', 'uber']",3,Western Europe
BE,1.0,1,BE-1,Peeters,Peeters,31079.0,, Peeters,"['<|begin_of_text|>', 'ĠPe', 'eters']",3,Western Europe
LU,1.0,1,LU-1,Schmit,Schmit,1929.0,, Schmit,"['<|begin_of_text|>', 'ĠSch', 'mit']",3,Western Europe
NL,1.0,1,NL-1,De Jong,De Jong,86534.0,0.0053, De Jong,"['<|begin_of_text|>', 'ĠDe', 'ĠJong']",3,Western Europe
AT,2.0,2,AT-2,Huber,Huber,34686.0,0.0039, Huber,"['<|begin_of_text|>', 'ĠHub', 'er']",3,Western Europe
BE,2.0,2,BE-2,Janssens,Janssens,28532.0,, Janssens,"['<|begin_of_text|>', 'ĠJ', 'ans', 's', 'ens']",5,Western Europe
FR,2.0,2,FR-2,Bernard,Bernard,105132.0,, Bernard,"['<|begin_of_text|>', 'ĠBernard']",2,Western Europe
LU,2.0,2,LU-2,Muller,Muller,1473.0,, Muller,"['<|begin_of_text|>', 'ĠMull', 'er']",3,Western Europe
NL,2.0,2,NL-2,Jansen,Jansen,75699.0,0.0046, Jansen,"['<|begin_of_text|>', 'ĠJ', 'ansen']",3,Western Europe
CH,2.0,2,CH-2,Meier,Meier,19150.0,, Meier,"['<|begin_of_text|>', 'ĠMe', 'ier']",3,Western Europe
AT,3.0,3,AT-3,Bauer,Bauer,30208.0,0.0034, Bauer,"['<|begin_of_text|>', 'ĠBauer']",2,Western Europe
BE,3.0,3,BE-3,Maes,Maes,24594.0,, Maes,"['<|begin_of_text|>', 'ĠMa', 'es']",3,Western Europe
NL,3.0,3,NL-3,De Vries,De Vries,73157.0,0.0045, De Vries,"['<|begin_of_text|>', 'ĠDe', 'ĠV', 'ries']",4,Western Europe
AT,4.0,4,AT-4,Wagner,Wagner,27763.0,0.0031, Wagner,"['<|begin_of_text|>', 'ĠWagner']",2,Western Europe
BE,4.0,4,BE-4,Jacobs,Jacobs,19077.0,, Jacobs,"['<|begin_of_text|>', 'ĠJacobs']",2,Western Europe
FR,4.0,4,FR-4,Thomas,Thomas,95387.0,, Thomas,"['<|begin_of_text|>', 'ĠThomas']",2,Western Europe
NL,4.0,4,NL-4,Van den Berg,Van den Berg,60130.0,0.0037, Van den Berg,"['<|begin_of_text|>', 'ĠVan', 'Ġden', 'ĠBerg']",4,Western Europe
CH,4.0,4,CH-4,Keller,Keller,13000.0,, Keller,"['<|begin_of_text|>', 'ĠKeller']",2,Western Europe
AT,5.0,5,AT-5,Müller,Müller,26975.0,0.003, Müller,"['<|begin_of_text|>', 'ĠMÃ¼ller']",2,Western Europe
BE,5.0,5,BE-5,Mertens,Mertens,17906.0,, Mertens,"['<|begin_of_text|>', 'ĠM', 'ert', 'ens']",4,Western Europe
FR,5.0,5,FR-5,Robert,Robert,91393.0,, Robert,"['<|begin_of_text|>', 'ĠRobert']",2,Western Europe
DE,5.0,5,DE-5,Meyer,Meyer,274560.0,0.0033, Meyer,"['<|begin_of_text|>', 'ĠMeyer']",2,Western Europe
NL,5.0,5,NL-5,Van Dijk,Van Dijk,57944.0,0.0035, Van Dijk,"['<|begin_of_text|>', 'ĠVan', 'ĠD', 'ijk']",4,Western Europe
NL,5.0,5,NL-5,Van Dyk,Van Dyk,57944.0,0.0035, Van Dyk,"['<|begin_of_text|>', 'ĠVan', 'ĠDy', 'k']",4,Western Europe
AT,6.0,6,AT-6,Pichler,Pichler,24655.0,0.0028, Pichler,"['<|begin_of_text|>', 'ĠP', 'ich', 'ler']",4,Western Europe
BE,6.0,6,BE-6,Willems,Willems,17747.0,, Willems,"['<|begin_of_text|>', 'ĠW', 'ille', 'ms']",4,Western Europe
FR,6.0,6,FR-6,Richard,Richard,90689.0,, Richard,"['<|begin_of_text|>', 'ĠRichard']",2,Western Europe
LU,6.0,6,LU-6,Thill,Thill,1027.0,, Thill,"['<|begin_of_text|>', 'ĠTh', 'ill']",3,Western Europe
NL,6.0,6,NL-6,Bakker,Bakker,56864.0,0.0035, Bakker,"['<|begin_of_text|>', 'ĠBak', 'ker']",3,Western Europe
AT,7.0,7,AT-7,Steiner,Steiner,24297.0,0.0027, Steiner,"['<|begin_of_text|>', 'ĠSte', 'iner']",3,Western Europe
BE,7.0,7,BE-7,Claes,Claes,15798.0,, Claes,"['<|begin_of_text|>', 'ĠCla', 'es']",3,Western Europe
FR,7.0,7,FR-7,Petit,Petit,88318.0,, Petit,"['<|begin_of_text|>', 'ĠPetit']",2,Western Europe
LU,7.0,7,LU-7,Schmitz,Schmitz,939.0,, Schmitz,"['<|begin_of_text|>', 'ĠSch', 'mit', 'z']",4,Western Europe
NL,7.0,7,NL-7,Janssen,Janssen,55394.0,0.0034, Janssen,"['<|begin_of_text|>', 'ĠJ', 'ans', 'sen']",4,Western Europe
AT,8.0,8,AT-8,Moser,Moser,23948.0,0.0027, Moser,"['<|begin_of_text|>', 'ĠMos', 'er']",3,Western Europe
BE,8.0,8,BE-8,Goossens,Goossens,15269.0,, Goossens,"['<|begin_of_text|>', 'ĠGo', 'oss', 'ens']",4,Western Europe
FR,8.0,8,FR-8,Durand,Durand,84252.0,, Durand,"['<|begin_of_text|>', 'ĠDur', 'and']",3,Western Europe
DE,8.0,8,DE-8,Schulz,Schulz,224640.0,0.0027, Schulz,"['<|begin_of_text|>', 'ĠSchul', 'z']",3,Western Europe
